0,1,2
-0.34695008715789166,-0.31618006657145115,0.0
1.7739598258821712,1.6508136327529472,1.0
-0.258389450489169,1.9906952487706264,3.0
1.796991244610077,1.9859795886104723,1.0
-0.1480111433575091,0.30609316821988614,0.0
0.04651540467314751,2.6932820383562577,3.0
1.1182996368859395,2.5967031432245458,1.0
1.1769335720959635,2.7798878531779523,3.0
0.9844236568150426,-0.2707045885993622,2.0
2.2230708628801987,1.5552882929286067,1.0
2.6372323961591864,0.2605427650257043,2.0
0.06935670029488726,0.2175811525439658,0.0
2.167544549551911,-0.1793981103555279,2.0
0.10318319014122877,0.6252623385256678,0.0
2.008677998365792,0.19219218665909207,2.0
1.0848085863212877,2.549747663392169,3.0
0.920860173958888,1.9067133761997308,1.0
-0.1914325468533505,0.30299081508333464,0.0
0.03494965014546754,2.415109283531896,3.0
0.9685343170136023,2.4771617339631438,1.0
1.0573869386898194,1.8740506532532402,1.0
1.6992461407406618,2.395060542529974,1.0
1.7136071869502645,-0.0025373121965000965,2.0
2.294530924715928,0.8072206205810583,2.0
1.5029941074827842,0.04064812200559797,2.0
0.8871041600875432,1.9237645215660102,3.0
2.317133123746317,2.320912845879631,1.0
-0.019618249533270897,-0.08744510641669592,0.0
0.5609492336855585,2.090520420174059,3.0
2.0700914601448455,-0.6886903829523521,2.0
-0.5477237039648266,0.28410388656843005,0.0
-0.3163029521296508,1.4788609265365804,3.0
1.4704410488551436,2.1966579940930586,1.0
-0.3935924143101552,1.4713904859560687,3.0
1.9993240006736848,0.5748773661613175,2.0
2.1853986438192843,2.169111437526058,1.0
1.8540615975822532,-0.2675199657796808,2.0
-0.3987945065715398,1.8359976355448597,3.0
0.10971571162858997,2.4203523922217887,3.0
1.731321605387377,1.6363195434966684,1.0
1.7693005045694086,0.2277417863685641,2.0
-0.09511008747678881,-0.9839472335466917,0.0
2.4638509391911207,2.4489843077844475,1.0
1.2636121325557577,1.3269691816192644,1.0
-0.6653392183667495,0.6492157609695159,0.0
1.9455671231974843,1.892139370009255,1.0
0.19427514070520946,2.779465472573853,3.0
2.268642294229523,0.3139498418204932,2.0
1.7428297157385595,1.2364210535384643,1.0
-0.5168259909222425,2.1684524059935186,3.0
-0.13688386512368897,-1.1849688928911348,0.0
0.45089133510899887,2.1750814025276353,3.0
-0.283456799491634,1.7959249544238163,3.0
0.36285119249230346,2.158443138809142,3.0
0.20646473858465111,1.9975701719705063,3.0
-1.0459263693481944,-0.6828142684846299,0.0
2.554536332652982,0.24931078371871768,2.0
-0.368753061412607,1.5088358520077838,3.0
2.396875847467674,0.0041047179393458024,2.0
2.6896929196872783,2.237355318637241,1.0
2.383290401546439,0.011242313769149142,2.0
1.4583457030265903,0.6456245229916514,2.0
0.3865096433055378,1.6368365693714644,3.0
0.5232209357755948,0.5427125917493418,0.0
2.2501015364900967,1.9141603446898985,1.0
1.3875064186083659,0.019917367812369045,2.0
-0.4811172765538494,-0.8520742816434504,0.0
-0.43794381816750916,2.420134224782573,3.0
2.097808834806366,0.30583014904835226,2.0
-0.15852885144680393,1.7442365598378133,3.0
-0.3625573847073505,-0.003575855847715993,0.0
1.3809218045680889,1.498665731226902,1.0
0.17747939589538675,0.3529901273960895,0.0
1.7175087810823066,-0.32478972327358163,2.0
1.6645248359881366,-0.5562403916867374,2.0
2.352369857244884,-0.39755248421193046,2.0
0.6029056910176205,-0.4355605023848453,0.0
0.3334041621486166,-0.8101215157010204,0.0
-0.45289995461562604,2.754485333667365,3.0
1.559520575659001,-0.1610642306640783,2.0
1.97463145663998,2.264000289526935,1.0
1.682057140185307,1.1742099422928023,1.0
1.984080174330031,1.8674917871833137,1.0
1.3812146460663342,2.309085350887219,1.0
0.19139685173949678,-0.026424087824114647,0.0
2.4624119956439854,2.640062597049173,1.0
1.5322446554642157,1.3517063788970205,1.0
1.7932857106727569,1.8952366705065071,1.0
1.230480121265035,-0.24821387164906444,2.0
2.7248196041845323,2.224349610627409,1.0
-0.7398044918096243,-0.13774179544411785,0.0
-0.6477347989947353,1.508945862046532,3.0
0.3161174168851882,1.3727014209608428,3.0
-0.5396426685635501,-0.7630352987741712,0.0
0.4012751018354151,0.0033214819834697317,0.0
-0.4407830798178974,-0.017303039861952,0.0
-0.31822160965768315,2.182663991576427,3.0
2.15185870445008,2.3928277659560573,1.0
1.0400501346400357,0.20973058429786748,2.0
-0.15745200150461708,0.1155371646301804,0.0
0.18491583765974068,2.5827766994959314,3.0
1.709283719716783,1.7099927484423243,1.0
2.467997939743921,2.444574568450151,1.0
1.7606637650630084,0.9403174430501406,1.0
0.23621107098966962,0.5226257954508053,0.0
0.37406439453213763,1.8443435394957177,3.0
-0.18794387401860957,-0.05432816075651204,0.0
1.5244948656844557,2.440307059351313,1.0
-0.5422187136074426,2.34480734082009,3.0
1.4735667335518359,-0.1510065004184683,2.0
1.7017751026705128,0.9081008952700529,1.0
1.9794420258816352,-0.07272282614839776,2.0
1.7487815630175945,0.901475971737842,2.0
1.354043930057248,0.8007372501027841,2.0
0.09761044453553738,-0.23539294508861627,0.0
-1.1089552309183723,2.5808923197384863,3.0
1.6740081010633112,2.3170723247074347,1.0
0.2415088561173256,-0.6556985334771496,0.0
-0.2199459661148212,0.25859924712104165,0.0
1.3892894264820521,1.0499678831537982,1.0
0.1983700141238347,1.5384393864420673,3.0
0.27657892234864406,2.4352626133989923,3.0
-0.18918982472633772,2.015013795164838,3.0
2.150011889872609,-0.43812052669536955,2.0
1.8696565994820893,-0.2054253526645859,2.0
0.258282787003228,1.3657358234565233,3.0
1.4887655166972271,0.02802412590325535,2.0
2.110980898272406,-0.1048728897649221,2.0
0.4483353877037254,-0.6370403708914177,0.0
0.98866005464356,-0.5180294732401124,0.0
0.7166209035692233,1.592506485961679,3.0
2.3468191648987626,1.7968797072938174,1.0
2.988789024327656,0.3280174573022865,2.0
0.01374678181285148,0.4327026939365324,0.0
2.4881148066749605,0.04900938821828976,2.0
0.49586618471287736,-0.4687235584885875,0.0
-0.8034371060511424,2.640239353254978,3.0
2.572269041359827,-0.3507566302789588,2.0
2.4872367728451046,0.2183573536632487,2.0
2.539522221066643,-0.1641231914404145,2.0
-1.1905847781747154,0.7853344631690846,0.0
-0.38493742156936167,1.9073024885123395,3.0
0.39249196965039845,1.6396304622567293,3.0
0.04077827743766677,1.5434757350862687,3.0
1.6671948549692421,-0.025032747142081428,2.0
-0.5910794270030937,0.6547501022143513,0.0
2.270021695925867,-0.10970136737399874,2.0
2.727755820230407,1.7912416816280203,1.0
0.14544058666674547,1.9576026301485352,3.0
1.6464644499587893,2.0017653537947275,1.0
0.3821711560800783,2.828948091381066,3.0
0.38989682118892155,0.27621705607415603,0.0
-0.18011331783437076,0.3786156596326642,0.0
1.3918357270800343,0.6921251333376778,2.0
1.0149463258058882,2.529631662771499,1.0
3.414605877408777,1.9701682160825233,1.0
0.014304497428539377,2.5483353792549215,3.0
1.9718594043008015,1.8412435159902703,1.0
-0.24318723472405276,1.1222606300526872,3.0
2.351692815754225,3.703348369784739,1.0
2.122164924323881,1.5484512323483228,1.0
2.5833180406821903,0.2668630991177157,2.0
-0.6308992343145984,0.4390555801109628,0.0
1.6529133411415753,1.982180266807094,1.0
1.8426134617205192,2.44507892019767,1.0
1.5757856290040078,2.1994517243675125,1.0
-0.22540800400372857,-0.38821307232150193,0.0
3.3135704490831177,-0.10779067210183291,2.0
0.10236729834653668,0.1372116279163042,0.0
1.3038155506552676,2.9908473920169563,1.0
-0.18725201112061682,0.5253083737834279,0.0
0.14681688116488506,2.215074880401387,3.0
0.40903509957610573,0.4959843778552921,0.0
1.1802195522402883,-0.2997660805856127,2.0
2.359068008972423,-0.4330966295818615,2.0
0.13278306953281205,-0.35990306213829837,0.0
-1.2461323940374465,-0.2394057876687271,0.0
1.7887751610964227,-0.2211190188635563,2.0
2.3008598374173843,-0.09659001632715972,2.0
1.8313443238493443,2.2121829600662464,1.0
2.1156796374901066,0.39719923659570194,2.0
2.7355089862944997,0.15752406223690069,2.0
-0.5358142598624419,2.504183352295259,3.0
0.2582865922366429,-1.2161560182325375,0.0
3.1921341787110284,1.8785759166583083,1.0
0.41552834321287024,-1.0925595763711413,2.0
0.3661177984275747,0.09440178744961149,0.0
-0.21021119751049006,0.2865812705546267,0.0
-0.838721076686844,0.2800831541044294,0.0
0.16356052815623634,2.3315960968146134,3.0
0.3546831311700064,0.5237197656606861,0.0
0.2748962542121089,0.11985700543860152,0.0
1.9657747081640098,1.7534638131901608,1.0
-0.6048593090616402,0.6625905883685064,3.0
0.3046164054849608,1.5049585139866628,3.0
0.07901910701634522,-0.42363502851976814,0.0
0.12383926143893682,-0.47767228764846886,0.0
1.4459618365456444,1.9139484504764515,1.0
-0.1861168575771428,2.283094341115287,3.0
1.219300703620049,2.515482270709807,1.0
1.8932423604781359,1.2830733020216878,1.0
1.951572182816929,1.5662383522447467,1.0
-0.6349666451799126,-1.088649506461676,0.0
1.1516272897048472,0.36847077807685674,2.0
0.353415509253423,0.4501566972012135,0.0
2.739679629477779,-0.4621501194198392,2.0
-0.13437557205090017,2.850190351410025,3.0
-0.06222723384505053,1.7482176344968785,3.0
